"Player","Source","Target","Value"
"Abdoulaye Ba","TSV 1860 Munich","FC Porto","Loan End"
"Licá","Vitória Guimarães SC","FC Porto","Loan End"
"Sami","FC Arouca","FC Porto","Loan End"
"Moussa Marega","Vitória Guimarães SC","FC Porto","Loan End"
"Josué","Galatasaray SK","FC Porto","Loan End"
"Fabiano","Fenerbahce SK","FC Porto","Loan End"
"Zé Manuel","Vitória Setúbal FC","FC Porto","Loan End"
"Tiago Rodrigues","CD Nacional","FC Porto","Loan End"
"Vincent Aboubakar","Besiktas JK","FC Porto","Loan End"
"André Silva","FC Porto","AC Milan","38000000"
"Rúben Neves","FC Porto","Wolverhampton Wanderers","17900000"
"Mikel Agu","FC Porto","Bursaspor","Loan fee:300000"
"Juan Quintero","FC Porto","Club Atlético River Plate","Loan fee:242000"
"Josué","FC Porto","Osmanlispor FK","0"
"Abdoulaye Ba","FC Porto","Rayo Vallecano","0"
"Tiago Rodrigues","FC Porto","CSKA Sofia","0"
"Willy Boly","FC Porto","Wolverhampton Wanderers","Loan fee:0"
"Gonçalo Paciência","FC Porto","Vitória Setúbal FC","Loan fee:0"
"Rafa Soares","FC Porto","Portimonense SC","?"
"João Costa","FC Porto","Gil Vicente FC","Loan fee:0"
"Walter","FC Porto","Paysandu Sport Club","Loan fee:0"
"Felipe Macedo","Goiás Esporte Clube","Portimonense SC","0"
"Rui Costa","Varzim SC","Portimonense SC","0"
"Wellington Carvalho","FC Penafiel","Portimonense SC","?"
"Oriol Rosell","Sporting CP","Portimonense SC","Loan fee:0"
"André Clóvis","Sport Club Internacional","Portimonense SC","?"
"Shoya Nakajima","FC Tokyo","Portimonense SC","Loan fee:0"
"Rúben Fernandes","Sint-Truidense VV","Portimonense SC","?"
"Edward Sarpong","SC Farense","Portimonense SC","Loan End"
"Buba","FC Imabari","Portimonense SC","Loan End"
"Leonardo Dreyer","Club Tijuana","Portimonense SC","Loan End"
"Leonardo Dreyer","Varzim SC","Portimonense SC","Loan End"
"Jean Felipe","Varzim SC","Portimonense SC","Loan End"
"Isaac Boakye","SC Farense","Portimonense SC","Loan End"
"Fidelis","FC Penafiel","Portimonense SC","Loan End"
"Lumor","TSV 1860 Munich","Portimonense SC","Loan End"
"Alfredo","Paysandu Sport Club","Portimonense SC","Loan End"
"Lumor","Portimonense SC","Sporting CP","2500000"
"Edward Sarpong","Portimonense SC","SC Farense","Loan fee:0"
"Ivo Nicolau","Portimonense SC","SC Olhanense","0"
"Zambujo","Portimonense SC","SC Farense","0"
"Isaac Boakye","Portimonense SC","SR Almancilense","Loan fee:0"
"Fidelis","Portimonense SC","Ras Al-Khaima ","0"
"Brendon Estevam","Portimonense SC","Académica Coimbra","Loan fee:0"
"Gustavo","Portimonense SC","FC Penafiel","Loan fee:0"
"Buba","Portimonense SC","Varzim SC","Loan fee:0"
"Leonardo Dreyer","Portimonense SC","Club Tijuana","Loan fee:0"
"Rui Costa","Portimonense SC","FC Famalicão","Loan fee:0"
"Stanley","Portimonense SC","Varzim SC","Loan fee:0"
"Caique","Portimonense SC","Associação Ferroviária de Esportes (SP)","?"
"Alfredo","Portimonense SC","Luverdense Esporte Clube (MT)","?"
"Jean Felipe","Portimonense SC","Varzim SC","Loan fee:0"
"Michel Otou","Portimonense SC","Free agent","0"
"Oriol Rosell","Portimonense SC","Sporting CP","Loan End"
"Shoya Nakajima","Portimonense SC","FC Tokyo","Loan End"
"Hudson","Portimonense SC","Santa Cruz Futebol Clube (RN)","Loan End"
"Gabrielzinho","Clube Atlético Linense (SP)","Rio Ave FC","800000"
"Chico Geraldes","Sporting CP","Rio Ave FC","Loan fee:0"
"Marcão","Atlético Paranaense","Rio Ave FC","Loan fee:0"
"Óscar Barreto","Millonarios FC","Rio Ave FC","Loan fee:0"
"José Postiga","SC Salgueiros","Rio Ave FC","Loan End"
"Silvério","Leixões SC","Rio Ave FC","Loan End"
"José Postiga","Académico Viseu FC","Rio Ave FC","Loan End"
"Yonathan Del Valle","Bursaspor","Rio Ave FC","Loan End"
"Filipe Almeida","Vilaverdense FC","Rio Ave FC","Loan End"
"Sunday Abalo","Leixões SC","Rio Ave FC","Loan End"
"Iuri Gomes","Vilaverdense FC","Rio Ave FC","Loan End"
"Roderick Miranda","Rio Ave FC","Wolverhampton Wanderers","3000000"
"Rúben Ribeiro","Rio Ave FC","Sporting CP","400000"
"William Jebor","Rio Ave FC","Al-Nasr Riyadh","380000"
"Iuri Gomes","Rio Ave FC","CD Cultural de Montalegre","0"
"José Postiga","Rio Ave FC","SC Salgueiros","Loan fee:0"
"Jaime Pinto","Rio Ave FC","Merelinense FC","Loan fee:0"
"Aníbal Capela","Rio Ave FC","Carpi FC 1909","0"
"Yonathan Del Valle","Rio Ave FC","Gazisehir Gaziantep Futbol Kulübü","?"
"Vitó","Rio Ave FC","SC Covilhã","?"
"Ronan","Rio Ave FC","Varzim SC","Loan fee:0"
"Kizito","Rio Ave FC","CSM Politehnica Iasi","?"
"André Vilas Boas","Rio Ave FC","Retired","0"
"Anastasios Karamanos","Rio Ave FC","Olympiacos Piraeus","Loan End"
"Radosav Petrovic","Rio Ave FC","Sporting CP","Loan End"
"Héldon","Rio Ave FC","Sporting CP","Loan End"
"Bruno Fernandes","UC Sampdoria","Sporting CP","9690000"
"Marcos Acuña","Racing Club de Avellaneda","Sporting CP","9590000"
"Wendel","Fluminense Football Club","Sporting CP","7500000"
"Seydou Doumbia","AS Roma","Sporting CP","3000000"
"Josip Misic","HNK Rijeka","Sporting CP","2750000"
"Stefan Ristovski","HNK Rijeka","Sporting CP","Loan fee:1100000"
"Leonardo Ruiz","Atlético Nacional","Sporting CP","500000"
"Fredy Montero","Tianjin Teda","Sporting CP","0"
"Bruno Paulista","Club de Regatas Vasco da Gama","Sporting CP","Loan End"
"Simeon Slavchev","Lechia Gdansk","Sporting CP","Loan End"
"Jonathan Silva","Club Atlético Boca Juniors","Sporting CP","Loan End"
"Miguel Lopes","Akhisarspor","Sporting CP","Loan End"
"Teófilo Gutiérrez","Club Atlético Rosario Central","Sporting CP","Loan End"
"Tobias Figueiredo","CD Nacional","Sporting CP","Loan End"
"Hernán Barcos","Club Atlético Vélez Sarsfield","Sporting CP","Loan End"
"Ewerton","1.FC Kaiserslautern","Sporting CP","Loan End"
"Junya Tanaka","Kashiwa Reysol","Sporting CP","Loan End"
"Teófilo Gutiérrez","Sporting CP","Junior FC","1830000"
"Iuri Medeiros","Sporting CP","Genoa CFC","Loan fee:1000000"
"Ewerton","Sporting CP","1.FC Nuremberg","1000000"
"Jonathan Silva","Sporting CP","AS Roma","Loan fee:500000"
"Tobias Figueiredo","Sporting CP","Nottingham Forest","Loan fee:200000"
"Alan Ruiz","Sporting CP","Club Atlético Colón (Santa Fe)","Loan fee:200000"
"Miguel Lopes","Sporting CP","Akhisarspor","0"
"Mattheus","Sporting CP","Vitória Guimarães SC","Loan fee:0"
"Beto","Sporting CP","Göztepe","?"
"Bruno Paulista","Sporting CP","Club de Regatas Vasco da Gama","Loan fee:0"
"Héldon","Sporting CP","Vitória Guimarães SC","Loan fee:0"
"Luc Castaignos","Sporting CP","Vitesse Arnhem","Loan fee:0"
"Simeon Slavchev","Sporting CP","Lechia Gdansk","Loan fee:0"
"Lukas Spalvis","Sporting CP","1.FC Kaiserslautern","Loan fee:0"
"Azbe Jug","Sporting CP","Free agent","0"
"Seydou Doumbia","Sporting CP","AS Roma","Loan End"
"Marcelo Meli","Sporting CP","Club Atlético Boca Juniors","Loan End"
"Tomané","FC Arouca","CD Tondela","100000"
"Mateusz Zachara","Wisla Kraków","CD Tondela","0"
"Nego Tembeng","MC El Eulma","CD Tondela","0"
"Ricardo Costa","FC Luzern","CD Tondela","0"
"Adílio Varela","GD Tourizense","CD Tondela","0"
"Nick Ansell","Melbourne Victory","CD Tondela","0"
"Júnior Pius","AD Sanjoanense","CD Tondela","?"
"João Vasco","Mortágua FC","CD Tondela","?"
"Harramiz","Académica Coimbra","CD Tondela","?"
"Joãozinho","KV Kortrijk","CD Tondela","?"
"Ricardo Moura","Free agent","CD Tondela","?"
"Juan Delgado","Gimnàstic de Tarragona","CD Tondela","Loan fee:0"
"Ícaro","Free agent","CD Tondela","0"
"Adílio Varela","Real SC","CD Tondela","Loan End"
"Sulley Muniru","Free agent","CD Tondela","0"
"Mário Silva","CD Tondela","AD Fornos de Algodres","Loan fee:0"
"Dylan Flores","CD Tondela","CS Cartaginés","0"
"Adílio Varela","CD Tondela","Sport União Sintrense","Loan fee:0"
"Fernando Ferreira","CD Tondela","Académico Viseu FC","0"
"Diogo Abdul","CD Tondela","CR de Ferreira de Aves","Loan fee:0"
"Pica","CD Tondela","Académico Viseu FC","0"
"André Lopes","CD Tondela","AD Fornos de Algodres","Loan fee:0"
"Mateusz Zachara","CD Tondela","Rakow Czestochowa","0"
"Wagner","CD Tondela","Thai Honda FC","0"
"Kaká","CD Tondela","Varzim SC","0"
"Ruca","CD Tondela","Alki Oroklini","Loan fee:0"
"Miguel Batista","CD Tondela","AD Nogueirense","Loan fee:0"
"João Vasco","CD Tondela","Gil Vicente FC","Loan fee:0"
"João Jaquité","CD Tondela","Lusitano FCV","Loan fee:0"
"Rafael Amorim","CD Tondela","Free agent","0"
"Jaílson","CD Tondela","Grêmio Esportivo Anápolis (GO)","Loan End"
"Óscar Estupiñán","Once Caldas","Vitória Guimarães SC","1000000"
"Sebastián Rincón","Club Atlético Tigre","Vitória Guimarães SC","872000"
"Paolo Hurtado","Reading FC","Vitória Guimarães SC","500000"
"Pedrão","Cianorte Futebol Clube (PR)","Vitória Guimarães SC","?"
"Alhassan Wakaso","FC Lorient","Vitória Guimarães SC","?"
"Jubal","FC Arouca","Vitória Guimarães SC","Loan fee:0"
"João Afonso","Córdoba CF","Vitória Guimarães SC","Loan End"
"Francis","Botafogo Futebol Clube (SP)","Vitória Guimarães SC","Loan End"
"Junior Tallo","Free agent","Vitória Guimarães SC","0"
"Inters Gui","FC Chiasso","Vitória Guimarães SC","Loan End"
"Bruno Gaspar","Vitória Guimarães SC","ACF Fiorentina","4000000"
"Josué Sá","Vitória Guimarães SC","RSC Anderlecht","2200000"
"Inters Gui","Vitória Guimarães SC","FC Samtredia","0"
"Alex","Vitória Guimarães SC","US Salernitana 1919","?"
"David Texeira","Vitória Guimarães SC","AEL Limassol","?"
"João Afonso","Vitória Guimarães SC","Córdoba CF","Loan fee:0"
"Pedrão","Vitória Guimarães SC","Cianorte Futebol Clube (PR)","Loan End"
"Francis","Vitória Guimarães SC","Grêmio Novorizontino (SP)","Loan fee:0"
"Prince Gouano","Vitória Guimarães SC","Atalanta BC","Loan End"
"Paolo Hurtado","Vitória Guimarães SC","Reading FC","Loan End"
"Georgemy","Vitória Guimarães SC","Cruzeiro Esporte Clube","Loan End"
"Yohan Tavares","True Bangkok United","Vitória Setúbal FC","0"
"Emrah Bassan","Galatasaray SK","Vitória Setúbal FC","0"
"Nuno Reis","Panathinaikos Athens","Vitória Setúbal FC","0"
"Rafinha","Amarante FC","Vitória Setúbal FC","0"
"Miguel Lázaro","Benfica Castelo Branco","Vitória Setúbal FC","0"
"Diogo Sousa","FC Infesta","Vitória Setúbal FC","0"
"Jacob","AD Oliveirense","Vitória Setúbal FC","0"
"Allef","Real SC","Vitória Setúbal FC","0"
"Thomas Rodríguez","Genoa CFC","Vitória Setúbal FC","Loan fee:0"
"Willyan","CD Nacional","Vitória Setúbal FC","?"
"José Semedo","Free agent","Vitória Setúbal FC","0"
"Yannick Djaló","Free agent","Vitória Setúbal FC","0"
"Gonçalo Duarte","Gil Vicente FC","Vitória Setúbal FC","Loan End"
"Diogo Ferreira","Estrela Vendas Novas","Vitória Setúbal FC","Loan End"
"Miguel Lourenço","FK Zira","Vitória Setúbal FC","Loan End"
"Cléber","CD Trofense","Vitória Setúbal FC","Loan End"
"Mohcine Hassan","SC Freamunde","Vitória Setúbal FC","Loan End"
"Diogo Ferreira","GD Fabril Barreiro","Vitória Setúbal FC","Loan End"
"Valdu Té","CD Mafra","Vitória Setúbal FC","Loan End"
"Alexandre Cardoso","CD Trofense","Vitória Setúbal FC","Loan End"
"Fábio Cardoso","Vitória Setúbal FC","Rangers FC","1500000"
"Diogo Sousa","Vitória Setúbal FC","UD Oliveirense","Loan fee:0"
"Toni Gorupec","Vitória Setúbal FC","CD Santa Clara","Loan fee:0"
"Thiago","Vitória Setúbal FC","CD Santa Clara","0"
"Lukas Raeder","Vitória Setúbal FC","Bradford City","0"
"Mohcine Hassan","Vitória Setúbal FC","SC Olhanense","Loan fee:0"
"Vasco Costa","Vitória Setúbal FC","FC Famalicão","0"
"Cléber","Vitória Setúbal FC","SC Espinho","0"
"Alexandre Cardoso","Vitória Setúbal FC","CD Trofense","0"
"Gonçalo Duarte","Vitória Setúbal FC","SG Sacavenense","Loan fee:0"
"Valdu Té","Vitória Setúbal FC","Olímpico Montijo","Loan fee:0"
"Frederico Venâncio","Vitória Setúbal FC","Sheffield Wednesday","Loan fee:0"
"Diogo Ferreira","Vitória Setúbal FC","Estrela Vendas Novas","Loan fee:0"
"Willyan","Vitória Setúbal FC","Panetolikos Agrinio","?"
"Meyong","Vitória Setúbal FC","Retired","0"
"Diego","Vitória Setúbal FC","Free agent","0"
"Miguel Lourenço","Vitória Setúbal FC","Free agent","0"
"Marten de Roon","Middlesbrough FC","Atalanta BC","13500000"
"Timothy Castagne","KRC Genk","Atalanta BC","6000000"
"Fabio Eguelfi","Inter Milan","Atalanta BC","6000000"
"Josip Ilicic","ACF Fiorentina","Atalanta BC","5500000"
"Etrit Berisha","SS Lazio","Atalanta BC","5000000"
"José Luis Palomino","PFK Ludogorets Razgrad","Atalanta BC","4000000"
"Andreas Cornelius","FC Copenhagen","Atalanta BC","3500000"
"Federico Mattiello","Juventus FC","Atalanta BC","2500000"
"Luca Vido","AC Milan","Atalanta BC","1000000"
"Matteo Pessina","AC Milan","Atalanta BC","1000000"
"Robin Gosens","Heracles Almelo","Atalanta BC","900000"
"João Schmidt","São Paulo Futebol Clube","Atalanta BC","0"
"Nicolas Haas","FC Luzern","Atalanta BC","0"
"Alessandro Bastoni","Inter Milan","Atalanta BC","Loan fee:0"
"Riccardo Orsolini","Juventus FC","Atalanta BC","Loan fee:0"
"Nicolò Fazzi","AC Perugia Calcio","Atalanta BC","Loan End"
"Alessandro Eleuteri","US Pistoiese 1921","Atalanta BC","Loan End"
"Emanuele Suagher","US Avellino","Atalanta BC","Loan End"
"Gaetano Monachello","US Palermo","Atalanta BC","Loan End"
"Akos Kecskes","Bruk-Bet Termalica Nieciecza","Atalanta BC","Loan End"
"Stefano Mazzini","US Gavorrano","Atalanta BC","Loan End"
"Mirco Miori","Alma Juventus Fano","Atalanta BC","Loan End"
"Giacomo Parigi","SS Akragas Città dei Templi","Atalanta BC","Loan End"
"Bryan Cabezas","Panathinaikos Athens","Atalanta BC","Loan End"
"Alessandro Turrin","AS Gubbio 1910","Atalanta BC","Loan End"
"Modou Badjie","Modena FC 1912","Atalanta BC","Loan End"
"Alberto Dossena","AC Perugia Calcio","Atalanta BC","Loan End"
"Stefano Cason","Carrarese Calcio","Atalanta BC","Loan End"
"Simone Emmanuello","AC Perugia Calcio","Atalanta BC","Loan End"
"Luca Rizzo","Bologna FC 1909","Atalanta BC","Loan fee:0"
"Patrick Asmah","US Avellino","Atalanta BC","Loan End"
"Alex Redolfi","US Cremonese","Atalanta BC","Loan End"
"Michele Messina","Parma Calcio 1913","Atalanta BC","Loan End"
"Isnik Alimi","Forlì FC","Atalanta BC","Loan End"
"Doudou Mangni","SC Olhanense","Atalanta BC","Loan End"
"Luca Zanotti","Calcio Como","Atalanta BC","Loan End"
"Gianluca Mancini","AC Perugia Calcio","Atalanta BC","Loan End"
"Nicolas La Vigna","Piacenza Calcio 1919","Atalanta BC","Loan End"
"Denis Di Rocco","Forlì FC","Atalanta BC","Loan End"
"Christian Mora","AC Renate","Atalanta BC","Loan End"
"Constantin Nica","US Latina Calcio","Atalanta BC","Loan End"
"Emanuele Suagher","FC Bari 1908","Atalanta BC","Loan End"
"Gabriel Lunetta","AS Gubbio 1910","Atalanta BC","Loan End"
"Berat Djimsiti","US Avellino","Atalanta BC","Loan End"
"Giuseppe De Luca","Vicenza Calcio","Atalanta BC","Loan End"
"Leonardo Gatto","Ascoli Picchio","Atalanta BC","Loan End"
"Cristiano Del Grosso","SPAL 2013","Atalanta BC","Loan End"
"Akos Kecskes","Újpest FC","Atalanta BC","Loan End"
"Mario Pugliese","Pro Piacenza 1919","Atalanta BC","Loan End"
"Mauricio Pinilla","Genoa CFC","Atalanta BC","Loan End"
"Davide Merelli","AC Renate","Atalanta BC","Loan End"
"Alessandro Turrin","Forlì FC","Atalanta BC","Loan End"
"Valerio Nava","US Alessandria 1912","Atalanta BC","Loan End"
"Giuseppe Ungaro","Santarcangelo Calcio","Atalanta BC","Loan End"
"Tommaso Tentoni","Forlì FC","Atalanta BC","Loan End"
"Janis Cavagna","SS Monopoli 1966","Atalanta BC","Loan End"
"Roberto Ranieri","Cosenza Calcio","Atalanta BC","Loan End"
"Matteo Contini","Ternana Calcio","Atalanta BC","Loan End"
"Stefano Cason","Trapani Calcio","Atalanta BC","Loan End"
"Boris Radunović","US Avellino","Atalanta BC","Loan End"
"Nadir Minotti","US Pistoiese 1921","Atalanta BC","Loan End"
"Alberto Almici","Ascoli Picchio","Atalanta BC","Loan End"
"Anton Kresic","Trapani Calcio","Atalanta BC","Loan End"
"Andrea Boffelli","US Ponte San Pietro-Isola","Atalanta BC","Loan End"
"Mirco Miori","Piacenza Calcio 1919","Atalanta BC","Loan End"
"Luca Milesi","Modena FC 1912","Atalanta BC","Loan End"
"Pape Demba","US Arezzo","Atalanta BC","Loan End"
"Giacomo Parigi","Forlì FC","Atalanta BC","Loan End"
"Gaetano Monachello","Ternana Calcio","Atalanta BC","Loan End"
"Luca Valzania","AS Cittadella","Atalanta BC","Loan End"
"Guido Marilungo","FC Empoli","Atalanta BC","Loan End"
"Tiziano Tulissi","Piacenza Calcio 1919","Atalanta BC","Loan End"
"Fabio Castellano","FC Pro Vercelli 1892","Atalanta BC","Loan End"
"Simone Emmanuello","FC Pro Vercelli 1892","Atalanta BC","Loan End"
"Andrea Conti","Atalanta BC","AC Milan","25000000"
"Alessandro Bastoni","Atalanta BC","Inter Milan","8000000"
"Franck Kessié","Atalanta BC","AC Milan","Loan fee:8000000"
"Alberto Paloschi","Atalanta BC","SPAL 2013","Loan fee:2000000"
"Bryan Cabezas","Atalanta BC","Panathinaikos Athens","Loan fee:120000"
"Nadir Minotti","Atalanta BC","Calcio Valcalepio","0"
"Giacomo Parigi","Atalanta BC","SS Akragas Città dei Templi","Loan fee:0"
"Leonardo Gatto","Atalanta BC","US Salernitana 1919","0"
"Denis Di Rocco","Atalanta BC","Pineto Calcio","0"
"Matteo Contini","Atalanta BC","Carrarese Calcio","0"
"Edoardo Ceria","Atalanta BC","FC Den Bosch","0"
"Fabio Eguelfi","Atalanta BC","AC Cesena","Loan fee:0"
"Constantin Nica","Atalanta BC","Dinamo Bukarest","Loan fee:0"
"Pape Demba","Atalanta BC","Atletico Aradeo","0"
"Akos Kecskes","Atalanta BC","Korona Kielce","?"
"Alberto Almici","Atalanta BC","US Cremonese","Loan fee:0"
"Giuseppe De Luca","Atalanta BC","Virtus Entella","Loan fee:0"
"Patrick Asmah","Atalanta BC","US Salernitana 1919","Loan fee:0"
"Jasmin Kurtic","Atalanta BC","SPAL 2013","Loan fee:0"
"Berat Djimsiti","Atalanta BC","Benevento Calcio","Loan fee:0"
"Davide Merelli","Atalanta BC","Calcio Padova","Loan fee:0"
"Matteo Pessina","Atalanta BC","Spezia Calcio","Loan fee:0"
"Gaetano Monachello","Atalanta BC","Ascoli Picchio","Loan fee:0"
"Alex Redolfi","Atalanta BC","SS Juve Stabia","Loan fee:0"
"Isnik Alimi","Atalanta BC","Vicenza Calcio","Loan fee:0"
"Guido Marilungo","Atalanta BC","Spezia Calcio","Loan fee:0"
"Alessandro Eleuteri","Atalanta BC","SS Monopoli 1966","Loan fee:0"
"Christian Mora","Atalanta BC","Piacenza Calcio 1919","?"
"Luca Milesi","Atalanta BC","Vicenza Calcio","Loan fee:0"
"Stefano Cason","Atalanta BC","US Catanzaro","Loan fee:0"
"Nicolas La Vigna","Atalanta BC","Pro Piacenza 1919","Loan fee:0"
"Doudou Mangni","Atalanta BC","SS Monopoli 1966","Loan fee:0"
"Nicolò Fazzi","Atalanta BC","AC Cesena","Loan fee:0"
"Simone Emmanuello","Atalanta BC","AC Cesena","Loan fee:0"
"Alessandro Turrin","Atalanta BC","AS Gubbio 1910","Loan fee:0"
"Marco D'Alessandro","Atalanta BC","Benevento Calcio","Loan fee:0"
"Cristiano Del Grosso","Atalanta BC","Venezia FC","?"
"Mirco Miori","Atalanta BC","US Triestina","Loan fee:0"
"Luca Zanotti","Atalanta BC","SS Juve Stabia","Loan fee:0"
"Michele Messina","Atalanta BC","Pro Piacenza 1919","Loan fee:0"
"Modou Badjie","Atalanta BC","US Catanzaro","Loan fee:0"
"Mario Pugliese","Atalanta BC","FC Pro Vercelli 1892","Loan fee:0"
"Andrea Boffelli","Atalanta BC","AC Mestre","Loan fee:0"
"Emanuele Suagher","Atalanta BC","US Avellino","Loan fee:0"
"Roberto Ranieri","Atalanta BC","US Alessandria 1912","Loan fee:0"
"Luca Valzania","Atalanta BC","Delfino Pescara 1936","Loan fee:0"
"Federico Mattiello","Atalanta BC","SPAL 2013","Loan fee:0"
"Gabriel Lunetta","Atalanta BC","AC Renate","Loan fee:0"
"Tommaso Tentoni","Atalanta BC","Carrarese Calcio","Loan fee:0"
"Mauricio Pinilla","Atalanta BC","Genoa CFC","?"
"Boris Radunović","Atalanta BC","US Salernitana 1919","Loan fee:0"
"Boukary Dramé","Atalanta BC","SPAL 2013","?"
"Stefano Mazzini","Atalanta BC","US Gavorrano","Loan fee:0"
"Tiziano Tulissi","Atalanta BC","Urbs Reggina 1914","Loan fee:0"
"Fabio Castellano","Atalanta BC","Ascoli Picchio","?"
"Luca Vido","Atalanta BC","AS Cittadella","Loan fee:0"
"Giuseppe Ungaro","Atalanta BC","AC Renate","?"
"Valerio Nava","Atalanta BC","SS Juve Stabia","Loan fee:0"
"Anton Kresic","Atalanta BC","US Avellino","Loan fee:0"
"Alberto Dossena","Atalanta BC","Robur Siena","Loan fee:0"
"Janis Cavagna","Atalanta BC","Pro Piacenza 1919","Loan fee:0"
"Riccardo Orsolini","Atalanta BC","Juventus FC","Loan End"
